feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Meta.M00741	1	0.09778232163833643	0.04173325009863279	7	Meta
Meta.M00079	1	0.09778232163833644	0.04124833976519016	7	Meta
Meta.M00168	1	0.09778232163833644	0.040989654094080126	7	Meta
Meta.M00373	1	0.09778232163833639	0.03995604612829148	7	Meta
Meta.M00089	1	0.09778232163833643	0.038489307247891735	7	Meta
Meta.M00554	1	0.09602836441517645	0.03701195158433988	7	Meta
Meta.M00098	1	0.08480525427740987	0.036726102801897816	9	Meta
Meta.M00360	1	0.0960283644151765	0.036319878720272925	7	Meta
Meta.M00183	1	0.07853860880362203	0.034229671969809736	6	Meta
Meta.M00078	1	0.08390413849701063	0.03422143752521165	6	Meta
Skin.Number_of_wrinkles_on_frontal_face	1	0.07133124906889685	0.034170712469891736	9	Skin
Meta.M00717	1	0.08565809572017068	0.034022639765946175	6	Meta
Meta.M00338	1	0.08606208758013945	0.032808700735303946	6	Meta
Meta.M00076	1	0.08390413849701063	0.03267599499499054	6	Meta
Meta.M00359	1	0.0845560808826992	0.030740346226894862	6	Meta
Meta.M00620	1	0.07393786166197365	0.029774534129660545	5	Meta
Meta.M00392	1	0.07272015996625393	0.028146392578203748	5	Meta
Meta.M00699	1	0.07393786166197361	0.027071385164973094	5	Meta
Meta.M00081	1	0.04686851348575704	0.02533032848702206	4	Meta
Meta.M00022	1	0.06090695378647534	0.024708020400668575	5	Meta
Skin.Number_of_pores_on_frontal_face	1	0.05057951792576928	0.02342539861621081	5	Skin
Meta.M00178	1	0.05753211526243411	0.02038468901268413	4	Meta
Meta.M00718	1	0.059897911070585494	0.02023063585413272	4	Meta
Prs.Quant.waist_circumference	1	0.03533523793899772	0.020071394223396006	5	Prs
Meta.M00480	1	0.0406541982358711	0.018687104506008852	3	Meta
Skin.Number_of_wrinkles_on_side_face	1	0.042883644003784326	0.018526632408545213	6	Skin
Meta.M00646	1	0.047607493608398575	0.016407972183792693	3	Meta
Meta.M00433	1	0.04792231182929142	0.016057225531411926	4	Meta
Meta.M00613	1	0.04777368515241971	0.01571455746538585	3	Meta
Meta.M00335	1	0.0380417526070007	0.015418624986499336	3	Meta
Meta.M00413	1	0.019364199104677772	0.012718271471516636	2	Meta
Meta.M00647	1	0.03438125285276135	0.012552217997555903	2	Meta
Meta.M00571	1	0.03438125285276135	0.011516440511348288	2	Meta
Meta.M00821	1	0.03438125285276135	0.011223869306055293	2	Meta
Meta.M00696	1	0.034381252852761356	0.011174675850951148	2	Meta
Meta.M00720	1	0.03438125285276135	0.011148255740656712	2	Meta
Meta.M00575	1	0.03438125285276135	0.011058256694524852	2	Meta
Meta.M00035	1	0.027261765936212743	0.01083833731829758	2	Meta
Meta.M00697	1	0.034381252852761356	0.010820251190972704	2	Meta
Meta.M00702	1	0.0318283801427859	0.010647259105465458	4	Meta
Meta.M00006	1	0.031367938752880166	0.01021573900208809	2	Meta
Meta.M00008	1	0.019243712834714394	0.00931137776036916	1	Meta
Meta.M00039	1	0.019243712834714388	0.00893690567819043	1	Meta
Meta.M00628	1	0.019243712834714398	0.008585283260355073	1	Meta
Meta.M00350	1	0.019243712834714394	0.008286753705210963	1	Meta
Meta.M00242	1	0.019243712834714394	0.007662528500937184	1	Meta
Meta.M00097	1	0.019243712834714388	0.007580715508500317	1	Meta
Meta.M00474	1	0.0192437128347144	0.006980429605350845	1	Meta
Meta.M00064	1	0.019243712834714394	0.006497598211678915	1	Meta
Meta.M00521	1	0.019364199104677782	0.00640200092457598	2	Meta
Meta.M00499	1	0.019243712834714394	0.006375811403309574	1	Meta
Meta.M00346	1	0.008291609676942348	0.0061122950918379455	1	Meta
Meta.M00582	1	0.019243712834714398	0.006016069241796536	1	Meta
Skin.Number_of_porphyrins_on_frontal_face	1	0.012797937095376603	0.005996811196247834	4	Skin
Meta.M00326	1	0.019243712834714384	0.005930285195105018	1	Meta
Immune.uniq.Transverse_myelitis	1	0.019243712834714377	0.0057025811232579585	1	Immune
Meta.M00339	1	0.019243712834714384	0.005549037050128451	1	Meta
Meta.M00729	1	0.01924371283471439	0.0054983582015195025	1	Meta
Meta.M00176	1	0.019243712834714394	0.005401358835810751	1	Meta
Meta.M00319	1	0.01924371283471438	0.005371139303108936	1	Meta
Meta.M00012	1	0.019243712834714394	0.005357498825199491	1	Meta
Meta.M00325	1	0.019243712834714398	0.005356106996944971	1	Meta
Meta.M00121	1	0.01924371283471438	0.005293951211380454	1	Meta
Meta.M00541	1	0.019243712834714394	0.005165906246896246	1	Meta
Meta.M00835	1	0.019243712834714394	0.005143310499566806	1	Meta
Meta.M00124	1	0.019243712834714394	0.005134408918499262	1	Meta
Meta.M00090	1	0.01924371283471439	0.005132543691040229	1	Meta
Prs.Disease.hypospadias	1	0.009966276835037022	0.005122207885986858	1	Prs
Meta.M00362	1	0.019243712834714394	0.0050505148204065195	1	Meta
Meta.M00443	1	0.01924371283471439	0.005050352375769501	1	Meta
Immune.uniq.Allergy	1	0.01924371283471439	0.005047080141517515	1	Immune
Meta.M00458	1	0.019243712834714388	0.004766662741539242	1	Meta
Meta.M00141	1	0.01960674754954431	0.004276602227349812	2	Meta
Meta.M00211	1	0.019243712834714388	0.004223193559799336	1	Meta
Immune.uniq.Allergy_class	1	0.019243712834714398	0.003944466708393383	1	Immune
Immune.uniq.Lung_cancer	1	0.019243712834714384	0.0039284329210076165	1	Immune
Meta.M00177	1	0.0192437128347144	0.0038837199523387355	1	Meta
Meta.Lachnospiraceae_bacterium_1_1_57FAA	1	0.012197235524812864	0.002482433872762701	6	Meta
Microelement.Arsenic(μg/L)	1	0.006745548692280068	0.0019183978868742007	2	Microelement
Prs.Quant.maximum_cigarettes_per_day_measurement	1	0.006518814945955362	0.0012348596740514772	3	Prs
Prs.Disease.alopecia_areata	1	0.006495361283047875	0.0010923305450674526	2	Prs
Prs.Quant.fasting_blood_glucose_measurement	1	0.0021635057622184256	0.0005520580114522454	3	Prs
Prs.Disease.aggressive_periodontitis	1	0.0026688075905163334	0.0003663154128116623	1	Prs
Prs.Quant.interferon_gamma_measurement	1	0.0017725318181955273	0.00021932433937717089	1	Prs
Prs.Quant.monocyte_count	1	0.0006792676210591233	0.00010079571509486585	1	Prs
Prs.Quant.thyroid_peroxidase_antibody_measurement	1	0.0006792676210591307	7.323034681550043e-05	1	Prs
Immune.uniq.Acute_myeloid_leukaemia	1	0.00012048626996338608	1.2265458714667305e-05	1	Immune
